content,score,sentiment
"If want to change the delivery date, good luck to you, it never seems to work for me nor does the bundling of orders, its amazon's way or no way. A great app but not if you want or need more control over delivery alternatives. Hard to believe I know, but the delivery service as got worse rather than better, the estimated time of delivery keeps changing, which is a bit awkward if you want to make plans.",1,-1
"Very easy to use, can pair with Alexa, almost no ads, and overall just good.",5,1
"Ok, I originally left a one star review in the hopes that someone on the IT or Tech teams will see this and start to 'hash' out a solution to this one problem. Multiple times I've had to cancel an order, just to go in and change the ""special instructions"" for my delivery. They should make it so you can edit that part even after the order has been placed. Nothing else, just the instructions in case something unforeseeable comes up. Other than that it's a functional app.",4,-1
"Amazon shopping is very convenient most of the time and shipping is generally quick. often enough though, the delivery date gets moved back after the order is placed and you have to make adjustments for later delivery .",4,1
Heard you are not going to be able to buy ANYTHING through Amazon app with new Google play store policy which has already affected Kindle books and Amazon videos. So dumb! Google is getting worse than Apple!,1,-1
"It would be useful if you could rate the delivery driver per delivery rather than for each individual package delivered. For example, if you have numerous packages automatically delivered each month on a particular day it is impractical and too time consuming to leave individual ratings.",1,-1
love to shop in Amazon only bcoz I know I get good quality products very fast delivery. I had been shopping in Amazon since more than  years. excellent,5,1
"The latest upgrade is horrible. I cannot logout so I end up logging out via kindle and losing all of my downloaded books daily. Hate it. And would prefer reverting to the app prior to the upgrade, but of course there is no option....",1,-1
"If you block ANY ads, the app throws up an ""UH-OH Something went wrong on our end."" page, rendering it completely useless. This, despite the fact that everything else loads just fine until the error message appears. Still an issue as of May .",1,-1
"Have loved Amazon for years. However, it has developed two problems: first, delivery times are getting slower and slower, and second, more and more good products have disappeared when I try to reorder.",3,1
Ever since the update in early may this app has went downhill. It removed my shortcut icon and doesn't even show in my apps unless I search for it. No longer user friendly,2,-1
"I really satisfied with the products that i have ordered, and it was delivered quickly and safely..",5,1
"The app has a nasty bug that it doesn't properly show ""revise payment"" page and orders got canceled because I can't open the revise payment page!!! The bug has been there for months, and the support said that they already knew about the issue!! WTH?",1,-1
"Fit Bit connection complications... I love Amazon but this resent update kick my fitbit off Alexa. When I try to reconnect Alexa in the fitbit app it just says there is something wrong with you Amazon shopping app, please update the app and try again. There obviously is no update for either apps so I can't do that. Please just fix this I like my Amazon Alexa on my fitbit, it is very helpful.",5,1
